epoch,lr,train_total_loss,val_total_loss,best_val_loss,best_epoch,train_roi_classifier_loss,train_roi_box_loss,train_roi_mask_loss,train_rpn_objectness_loss,train_rpn_box_loss,val_roi_classifier_loss,val_roi_box_loss,val_roi_mask_loss,val_rpn_objectness_loss,val_rpn_box_loss,is_best,epoch_time_sec
23,0.0001,0.5550027298873401,0.7014851679062021,0.6899302690193571,19,0.15301471663571567,0.07861101243991492,0.27564915854878513,0.003354150356738169,0.044373691376348,0.24296161188133833,0.09681746206920723,0.3133879261797872,0.004811574002840267,0.043506590074634754,0,285.1946210861206
24,0.0001,0.5458057304646926,0.7151918849040722,0.6899302690193571,19,0.15087350820930007,0.07595192769497816,0.2724579694254916,0.0032913356617040013,0.043230989461046344,0.2697394304234406,0.09128806126014939,0.3026771868097371,0.006909608912773647,0.04457760316175248,0,282.7216408252716
25,0.0001,0.5445310682905429,0.713183588200602,0.6899302690193571,19,0.15040336233366386,0.07572281383488144,0.2721022884205022,0.003123190674643683,0.04317941197277785,0.2668778845976139,0.09890628141062013,0.2979787314760274,0.0053340791186452284,0.044086611219521225,0,284.58539390563965
26,0.0001,0.54275215168794,0.681649251436365,0.681649251436365,26,0.1499790045287152,0.07564508359222276,0.2701746655450003,0.003404159164662136,0.04354923897269736,0.24197525158524513,0.08796845003962517,0.3033726033465616,0.00496807956409737,0.043364864592601,1,287.91262912750244
27,0.0001,0.5349624962461703,0.6801343724645418,0.6801343724645418,27,0.14759707708303993,0.0726521387467647,0.26803751836605466,0.003926306544672209,0.04274945563347336,0.24183836897899363,0.08871337434855,0.3013472236435989,0.005575847520180858,0.04265956158974561,1,285.86159110069275
28,0.0001,0.5224257989447246,0.7138202124628528,0.6801343724645418,27,0.1419634593257233,0.07062264592856053,0.2647388859120142,0.002870782483999272,0.04223002519507264,0.2580987868637874,0.09959946344124859,0.30399616062641144,0.006061053295631828,0.046064752211055625,0,285.33153462409973
29,0.0001,0.5178174419227497,0.6916970879867159,0.6801343724645418,27,0.14094922647183372,0.06945750116098681,0.26359881843784366,0.002385228090903414,0.04142666757359465,0.24542222428938437,0.09310585209007921,0.3036242316509115,0.005847344969264793,0.0436974355469233,0,285.9359393119812
30,0.0001,0.5111342730910279,0.7175143879035424,0.6801343724645418,27,0.1370988773718688,0.06752313653401819,0.2631973167087219,0.002522166685870268,0.04079277551078986,0.27169308035538114,0.08919970033497646,0.30649464736724724,0.0075937586460926906,0.0425332006259725,0,283.89026498794556
31,0.0001,0.5028765610676711,0.689820679919473,0.6801343724645418,27,0.13369393022430132,0.06520446367111798,0.2606620024264013,0.002845277852624777,0.040470887266565114,0.24927617655745868,0.0901672437787056,0.30049160862791124,0.006988818574966993,0.0428968320408001,0,286.8535945415497
32,0.0001,0.5021588420182543,0.7026207523099307,0.6801343724645418,27,0.13457484120257604,0.06531422745763717,0.25978956319564994,0.002129613174834366,0.04035059717370712,0.25508909641668714,0.0964460286857753,0.30070224229631753,0.006583017719834782,0.04380036724474409,0,284.28817439079285
33,0.0001,0.49830370816072445,0.7019356947520684,0.6801343724645418,27,0.13079089416402756,0.06504893293201162,0.26011199344344227,0.0023084280468964307,0.040043459731113236,0.2593272430115733,0.08723915280966923,0.3049705162130553,0.007310666181139572,0.04308811685327312,0,285.86286211013794
34,0.0001,0.5011217565268509,0.6788601051116812,0.6788601051116812,34,0.13622259048086854,0.06569626154763099,0.256896245194652,0.0020420194615245104,0.04026464016565714,0.23965210128447106,0.0890751908308473,0.30138730273164555,0.0059705975106696535,0.04277491824187595,1,285.3533365726471
35,0.0001,0.4955992634752308,0.7255183300067638,0.6788601051116812,34,0.13348222009714894,0.06391466554682654,0.25611631156400194,0.0021874502378043752,0.03989861726244064,0.26967510103151715,0.0955115879917967,0.3081589588831211,0.007551903168709471,0.04462078341507706,0,285.40704345703125
36,0.0001,0.48083147291065187,0.7093114382234113,0.6788601051116812,34,0.12672561513758157,0.05936539427946425,0.2542164938317405,0.0018632290487352403,0.03866074095045166,0.2608007543559732,0.08783170236595746,0.30956258403843845,0.008194323821903552,0.04292207285761833,0,285.3460133075714
37,0.0001,0.4767150594937093,0.706473498508848,0.6788601051116812,34,0.12226691047988293,0.05974429347480163,0.2538484247444674,0.0019457006764541603,0.03890973029210586,0.2552050609526963,0.09321307794287287,0.3068067119039338,0.007845829507353082,0.04340281748566134,0,283.05400037765503
38,0.0001,0.488253958195987,0.7334319698399511,0.6788601051116812,34,0.13253833161178466,0.05975074897031721,0.25533847935324494,0.0019572409470757423,0.03866915793238732,0.2794899799700441,0.09859244982744085,0.3033732558118886,0.007433328977408407,0.04454295530048167,0,286.1202552318573
39,0.0001,0.47498713934298326,0.7401778463659615,0.6788601051116812,34,0.1250941969883852,0.05781070415943726,0.2517253344045899,0.0023507340844905397,0.03800617085976733,0.28008994177497665,0.09852499739620192,0.307403609875975,0.007802733268106059,0.04635656460846678,0,285.5112097263336
40,1e-05,0.4726104979867775,0.7097157065210671,0.6788601051116812,34,0.12661978117435765,0.05691385589292133,0.24871968223836072,0.002425665804337496,0.03793151326085265,0.25742211398379555,0.09229673240976087,0.3067922261254541,0.008568754122975877,0.044635878586820485,0,288.85884261131287
41,1e-05,0.4338315870776503,0.7043052482193914,0.6788601051116812,34,0.1128942037599272,0.04609955389032174,0.23923432973312161,0.0015602352154740658,0.03404326439443771,0.2683205534671915,0.08291840685595726,0.3036470355658696,0.007857273914719529,0.041561978242906,0,289.54057574272156
42,1e-05,0.41719116155991876,0.709901436855053,0.6788601051116812,34,0.10636168395142608,0.04230244550823886,0.2342612971804401,0.0013805335121441667,0.0328852015120147,0.2713134805703985,0.08403586174907356,0.3052531703792769,0.008034405725745807,0.04126451600439333,0,294.4056205749512
43,1e-05,0.41636937823945547,0.7066483978567453,0.6788601051116812,34,0.10635179214875,0.04172170119034006,0.23421003763835868,0.0012592606325284878,0.03282658573101968,0.26789705532378166,0.08330771030280097,0.306342312385296,0.007810632406597443,0.04129068582350838,0,290.6549084186554
44,1e-05,0.40905787730324794,0.7311600999585514,0.6788601051116812,34,0.10285644573538542,0.04042967947985669,0.23243007707849953,0.0010422334533146998,0.03229944107681633,0.2811831141854155,0.08913266936895148,0.30985732294362167,0.00862644623780868,0.04236054692722472,0,294.0067675113678
45,1e-05,0.40410624509942006,0.7238978903869103,0.6788601051116812,34,0.10127222376156031,0.03878986680951181,0.23133861095444794,0.001322263353303053,0.03138328036505462,0.2743830809305454,0.08779783699789952,0.31080782773165866,0.008675473845593435,0.04223366820751208,0,288.7109286785126
46,1e-05,0.39942898912215724,0.7484433264567935,0.6788601051116812,34,0.0993715817838527,0.0377479446426188,0.23023051612598952,0.0010185998581380817,0.031060346953320564,0.2956700651810087,0.08843496806662658,0.31287864837153206,0.008885936032314428,0.04257370873418605,0,287.4453649520874
47,1e-05,0.40042920042917096,0.7401631581372228,0.6788601051116812,34,0.10061533531794946,0.037788814307943716,0.2298633516200599,0.0011496868759260784,0.03101201241516186,0.2886631563305855,0.08858480159321735,0.31196735737652614,0.00856952187414522,0.042378322256664776,0,285.61448788642883
48,1e-05,0.4005674722602047,0.727684559287696,0.6788601051116812,34,0.09999202954395162,0.03833742985304551,0.22989453354162148,0.001051093309338499,0.03129238608295943,0.2820356490283177,0.08442971792457432,0.31152342023520635,0.008181820579500646,0.04151395291635959,0,288.37151312828064
49,1e-05,0.39511195445091535,0.7328603206009701,0.6788601051116812,34,0.09668682370899193,0.03725684996037347,0.2289104174812943,0.0011348469035830037,0.031123016574823126,0.28463842123746874,0.08489893595206327,0.312606044267786,0.008976976128059474,0.041739944031397844,0,287.84005665779114
50,1e-05,0.39067330401997236,0.7389751769345382,0.6788601051116812,34,0.09471770234990176,0.03656695533085985,0.2278544967488725,0.0009807109513959927,0.03055343934816419,0.28477808362964924,0.08914809774222045,0.313506768798006,0.009120801876053582,0.04242142536356274,0,286.85068011283875
51,1e-05,0.3873853578836265,0.7381256547467462,0.6788601051116812,34,0.09403134909297824,0.03540850599799955,0.22650598626805216,0.00104178236313337,0.030397733511539772,0.28781143760886685,0.08669657934585522,0.31301053094452824,0.008594365732865141,0.04201274024129942,0,290.73759746551514
52,1e-05,0.3848022333122501,0.7436783981734308,0.6788601051116812,34,0.09213324418551354,0.03471479970403497,0.22729073646803236,0.001108922566042042,0.02955452994663372,0.2915977663007276,0.08569670794852849,0.31576810623037405,0.008816189410942477,0.041799625458902326,0,291.1340687274933
53,1e-05,0.3865923484551506,0.729028751521275,0.6788601051116812,34,0.0931811788840128,0.03550558798081297,0.22666824867982582,0.000837949585625663,0.030399384050755172,0.2845481486156069,0.08382119341143246,0.31135892405592164,0.00831256902905305,0.04098791630200014,0,290.2058832645416
54,1e-05,0.38150792055852345,0.7457427945630304,0.6788601051116812,34,0.09075430165332542,0.0338996330128582,0.22584663348835568,0.0014224012800334595,0.029584951104558055,0.29416174729322564,0.08570713783646453,0.31527429500530507,0.009059006680235895,0.041540612148699065,0,287.02604365348816
55,1.0000000000000002e-06,0.38927209729603096,0.7670463956635574,0.6788601051116812,34,0.09425374657969719,0.03595109092305085,0.2272300573994793,0.0011810936923924817,0.030656109972888826,0.3048947113341299,0.09378910646613302,0.316266225843594,0.008179817284089244,0.043916534381147856,0,291.26001477241516
56,1.0000000000000002e-06,0.3791225143450791,0.7563936862452277,0.6788601051116812,34,0.08981922179826317,0.03376360222121499,0.22496696739657288,0.0010660164479444345,0.02950670670735101,0.29943026581714893,0.08748752446524029,0.3189622211045232,0.00840334094751158,0.04211033536683254,0,288.08696722984314
57,1.0000000000000002e-06,0.37497588847727736,0.7601290193097344,0.6788601051116812,34,0.08814713428141693,0.03292057964272763,0.22372954034605075,0.0009206194376601941,0.02925801481850065,0.3041871967243737,0.0884566419211955,0.31631371831071786,0.00890362813434751,0.042267836228912246,0,289.4081106185913
58,1.0000000000000002e-06,0.3734474231414401,0.7567539050661284,0.6788601051116812,34,0.08722313436576062,0.03190790443847832,0.22406296017134528,0.00129890538119269,0.02895451877663244,0.29970106158790916,0.08864097518139873,0.317662758354483,0.008754281449875697,0.0419948291065621,0,285.8375611305237
59,1.0000000000000002e-06,0.37577167084050733,0.7468265299139352,0.6788601051116812,34,0.08855863084679094,0.03276267521656708,0.2241102346731711,0.0009923418266717175,0.029347788695473397,0.2907495748380135,0.08780559707304526,0.31748837283973036,0.008626468517240153,0.042156516246754545,0,288.7371973991394
60,1.0000000000000002e-06,0.3758577021267217,0.752711960159499,0.6788601051116812,34,0.08782935550873161,0.032903842776454265,0.2240911835482108,0.0012749278004644676,0.029758392443317315,0.2977520957846066,0.08697305338392998,0.31642334132358946,0.009518197146348939,0.04204527232474808,0,287.4482421875
1,2.8e-05,6.018030881881714,5.928583145141602,5.928583145141602,1,3.9210407733917236,0.008727860784347286,1.190299391746521,0.6945339739322662,0.20342892408370972,3.8730623722076416,0.019056793302297592,1.153900384902954,0.6941432356834412,0.18842071294784546,1,7.448817253112793
2,4.6e-05,5.90275764465332,5.696101188659668,5.696101188659668,2,3.830433487892151,0.014453322626650333,1.163860023021698,0.6932485699653625,0.20076259970664978,3.6667962074279785,0.01664865016937256,1.1338350772857666,0.6932074427604675,0.18561388552188873,1,6.709531545639038
3,6.4e-05,5.577159881591797,4.976315498352051,4.976315498352051,3,3.549323081970215,0.016364112496376038,1.1252033114433289,0.692460685968399,0.19380883872509003,2.9924700260162354,0.019421150907874107,1.0935568809509277,0.6907776594161987,0.1800895482301712,1,6.6232123374938965
4,8.2e-05,4.551706552505493,3.005044937133789,3.005044937133789,4,2.550128698348999,0.050607962533831596,1.075379192829132,0.6903237104415894,0.1852671168744564,1.00482177734375,0.14627082645893097,1.0034774541854858,0.6861215829849243,0.1643534153699875,1,6.909963369369507
5,0.0001,2.628723621368408,4.147043228149414,3.005044937133789,4,0.6612306237220764,0.10655532032251358,1.015907883644104,0.683085173368454,0.16194464266300201,2.0626368522644043,0.30252256989479065,0.9775381088256836,0.668354332447052,0.1359909623861313,0,7.305277585983276
6,0.0001,3.333407759666443,3.8081769943237305,3.005044937133789,4,1.4088679552078247,0.19190892204642296,0.9294317066669464,0.6602682173252106,0.14293114840984344,1.888061285018921,0.19774511456489563,0.9103428721427917,0.6340134739875793,0.17801418900489807,0,7.342947244644165
7,0.0001,3.2691400051116943,3.4295241832733154,3.005044937133789,4,1.4500558078289032,0.17807449027895927,0.8737401366233826,0.6282002031803131,0.13906938955187798,1.5994961261749268,0.18039973080158234,0.8897824287414551,0.6169688701629639,0.1428772211074829,0,7.447317838668823
8,0.0001,2.469352960586548,2.5739197731018066,2.5739197731018066,8,0.7900844216346741,0.10272064432501793,0.8302426338195801,0.6242119669914246,0.12209341116249561,0.738888144493103,0.18290218710899353,0.9090920686721802,0.614801287651062,0.12823599576950073,1,7.629116773605347
9,0.0001,2.2236227989196777,2.4726452827453613,2.4726452827453613,9,0.5237270444631577,0.10269545018672943,0.8449090123176575,0.6259818077087402,0.1263096071779728,0.7222775816917419,0.1451392024755478,0.877819299697876,0.6071616411209106,0.12024757266044617,1,7.476519584655762
1,2.8e-05,5.87258243560791,5.9604644775390625,5.9604644775390625,1,3.9744625091552734,4.344610351836309e-05,1.1026675701141357,0.6921708583831787,0.10323796421289444,3.9448986053466797,9.49488821788691e-05,1.1343214511871338,0.6926025152206421,0.1885473132133484,1,6.949441194534302
2,4.6e-05,5.815431118011475,5.859511375427246,5.859511375427246,2,3.9416019916534424,4.226696546538733e-05,1.0805931091308594,0.6905099153518677,0.10268373787403107,3.8469395637512207,0.005347372964024544,1.127335786819458,0.6917821764945984,0.18810632824897766,1,6.600063323974609
3,6.4e-05,5.661721229553223,5.641695022583008,5.641695022583008,3,3.841921806335449,4.153437475906685e-05,1.0277727842330933,0.6907729506492615,0.10121213644742966,3.64589262008667,0.005214841570705175,1.1129436492919922,0.6904119253158569,0.18723231554031372,1,6.363134860992432
4,8.2e-05,5.380080699920654,5.146509170532227,5.146509170532227,4,3.638589382171631,5.268648965284228e-05,0.9532197117805481,0.6893048286437988,0.09891404211521149,3.1653690338134766,0.011460229754447937,1.0952450037002563,0.6895920038223267,0.18484294414520264,1,6.299801588058472
5,0.0001,4.82557487487793,3.9744443893432617,3.9744443893432617,5,3.1594786643981934,0.009392650797963142,0.874670147895813,0.6864885687828064,0.09554470330476761,1.994352102279663,0.03469377011060715,1.0823413133621216,0.6840755343437195,0.1789819598197937,1,3.442633628845215
6,0.0001,3.6155622005462646,2.7655229568481445,2.7655229568481445,6,1.9620507955551147,0.03313914313912392,0.8491644263267517,0.6816810369491577,0.08952665328979492,0.6335336565971375,0.09031827747821808,1.2015645503997803,0.675560474395752,0.16454580426216125,1,3.544895648956299
7,0.0001,1.9552892446517944,3.2909903526306152,2.7655229568481445,6,0.3389526605606079,0.03240814805030823,0.8364453315734863,0.6696597337722778,0.07782340049743652,1.0636252164840698,0.1422269195318222,1.2921648025512695,0.6528298854827881,0.14014339447021484,0,3.6408777236938477
8,0.0001,2.2666032314300537,4.087500095367432,2.7655229568481445,6,0.5367698669433594,0.06527269631624222,0.9594935178756714,0.6398228406906128,0.06524436920881271,1.7138091325759888,0.2303231656551361,1.3768208026885986,0.6326758861541748,0.13387128710746765,0,3.705155849456787
9,0.0001,2.4586706161499023,5.190881729125977,2.7655229568481445,6,0.7789319157600403,0.07583827525377274,0.9321507215499878,0.6087329387664795,0.06301653385162354,2.783452033996582,0.3826538622379303,1.2837319374084473,0.6085313558578491,0.13251212239265442,0,5.5731401443481445
10,0.0001,2.531262159347534,3.963312864303589,2.7655229568481445,6,0.9223044514656067,0.08540483936667442,0.9000176787376404,0.5755526721477509,0.0479824710637331,1.8039586544036865,0.2863199710845947,1.1459665298461914,0.586823582649231,0.1402442455291748,0,6.661667585372925
11,0.0001,1.9659026861190796,2.821599006652832,2.7655229568481445,6,0.4914066791534424,0.06751575693488121,0.7782949805259705,0.571218729019165,0.05746650509536266,0.750055730342865,0.2091173380613327,1.0972156524658203,0.6063492298126221,0.15886089205741882,0,6.782526016235352
12,0.0001,1.782184660434723,2.747619152069092,2.747619152069092,12,0.34657610952854156,0.05996658094227314,0.7374412417411804,0.5760241448879242,0.06217656657099724,0.737433671951294,0.19439291954040527,1.102575659751892,0.5708935260772705,0.1423235684633255,1,9.111399173736572
13,0.0001,1.5330835580825806,3.047116756439209,2.747619152069092,12,0.27254512906074524,0.044269122183322906,0.6542757153511047,0.5163712501525879,0.045622291043400764,1.041248083114624,0.21985863149166107,1.1577556133270264,0.5024692416191101,0.125785231590271,0,11.958449840545654
14,0.0001,1.5127805471420288,2.8261046409606934,2.747619152069092,12,0.3311521112918854,0.05651618912816048,0.649776816368103,0.4342687278985977,0.041066717356443405,0.8631759881973267,0.19971640408039093,1.1953041553497314,0.43470892310142517,0.13319914042949677,0,12.247527360916138
15,0.0001,1.5421419739723206,2.9104361534118652,2.747619152069092,12,0.4158540517091751,0.08218979462981224,0.6427428424358368,0.36367982625961304,0.037675440311431885,0.8860779404640198,0.25082889199256897,1.2396957874298096,0.38975051045417786,0.14408303797245026,0,7.751917362213135
16,0.0001,1.5957534313201904,3.522585391998291,2.747619152069092,12,0.5159208476543427,0.13227155059576035,0.6279211342334747,0.28173259645700455,0.03790731355547905,1.435646414756775,0.346706748008728,1.276879072189331,0.3130567669868469,0.1502964198589325,0,11.153168678283691
17,0.0001,1.5245325565338135,4.12099027633667,2.747619152069092,12,0.5636405646800995,0.16126343607902527,0.5711758732795715,0.19498516619205475,0.03346750885248184,1.9172064065933228,0.5181486010551453,1.2777090072631836,0.27816495299339294,0.12976129353046417,0,13.465452432632446
18,0.0001,1.474651277065277,4.4341511726379395,2.747619152069092,12,0.5412511825561523,0.18432536721229553,0.5840820074081421,0.1400749757885933,0.024917731061577797,2.052680730819702,0.5974792242050171,1.360374927520752,0.2937629222869873,0.12985330820083618,0,11.415524005889893
19,0.0001,1.4457386136054993,4.736231803894043,2.747619152069092,12,0.47864966094493866,0.2175704389810562,0.6068649291992188,0.1084974817931652,0.03415604494512081,2.0976455211639404,0.6264623403549194,1.4936535358428955,0.3474622368812561,0.17100860178470612,0,8.884580373764038
20,0.0001,1.2857640385627747,4.504995346069336,2.747619152069092,12,0.40039369463920593,0.18945948034524918,0.5709223449230194,0.09230802580714226,0.032680513337254524,1.9476823806762695,0.6145510077476501,1.479296326637268,0.2964654564857483,0.16700001060962677,0,10.714015483856201
21,0.0001,1.0441668033599854,5.12213659286499,2.747619152069092,12,0.3457764983177185,0.1512415036559105,0.44860081374645233,0.06969840452075005,0.02884956542402506,1.909907341003418,0.6072428822517395,1.853291630744934,0.4750571846961975,0.2766377925872803,0,9.774535179138184
22,0.0001,0.9239416122436523,3.946810722351074,2.747619152069092,12,0.23984961956739426,0.13348975777626038,0.4231456518173218,0.08587708324193954,0.04157949425280094,1.523667812347412,0.5112870931625366,1.5053631067276,0.20882630348205566,0.1976664960384369,0,10.741715431213379
23,0.0001,1.1049238443374634,4.124961853027344,2.747619152069092,12,0.32712002098560333,0.20286233723163605,0.4625803381204605,0.06005608290433884,0.05230512097477913,1.6290106773376465,0.5321931838989258,1.579429030418396,0.20889684557914734,0.17543195188045502,0,8.235554218292236
24,0.0001,0.8383392691612244,5.128169059753418,2.747619152069092,12,0.20468789339065552,0.13197239115834236,0.42468713223934174,0.04445285722613335,0.0325389988720417,2.0888473987579346,0.6613429188728333,1.8190693855285645,0.33158373832702637,0.22732549905776978,0,7.770358085632324
25,0.0001,0.7227552831172943,5.631951808929443,2.747619152069092,12,0.1552182286977768,0.10408763587474823,0.3973119407892227,0.033491745591163635,0.03264571540057659,2.71917986869812,0.8374068737030029,1.641284465789795,0.24249112606048584,0.19158953428268433,0,7.957757949829102
26,0.0001,0.6275522112846375,4.988491058349609,2.747619152069092,12,0.11885525286197662,0.0911981649696827,0.3604149669408798,0.033525822684168816,0.023558015003800392,2.2251055240631104,0.7514073848724365,1.6301287412643433,0.1801905781030655,0.20165865123271942,0,10.764614582061768
1,2.8e-05,5.457077503204346,5.565339088439941,5.565339088439941,1,3.9737110137939453,0.0038854663725942373,0.6865113377571106,0.6913559436798096,0.101613849401474,3.9435324668884277,0.018010271713137627,0.7277506589889526,0.6910199522972107,0.18502578139305115,1,4.348981857299805
2,4.6e-05,5.412715911865234,5.483484745025635,5.483484745025635,2,3.93440580368042,0.011073683388531208,0.6751837730407715,0.6910818815231323,0.10097070783376694,3.8423402309417725,0.0403386652469635,0.7261542081832886,0.6908564567565918,0.1837950348854065,1,4.004199028015137
3,6.4e-05,5.2721147537231445,5.265725612640381,5.265725612640381,3,3.8239941596984863,0.01072812732309103,0.6480310559272766,0.6901195645332336,0.09924135357141495,3.6327993869781494,0.04001208022236824,0.7224307656288147,0.6890465021133423,0.18143711984157562,1,3.9451425075531006
4,8.2e-05,5.02651309967041,4.840817928314209,4.840817928314209,4,3.6047677993774414,0.02415812760591507,0.6129190921783447,0.6883721947669983,0.09629583358764648,3.1647660732269287,0.07792355120182037,0.7367096543312073,0.6845225691795349,0.17689572274684906,1,4.016271591186523
