epoch,lr,train_total_loss,val_total_loss,best_val_loss,best_epoch,train_loss_classifier,train_loss_box_reg,train_loss_mask,train_loss_objectness,train_loss_rpn_box_reg,val_loss_classifier,val_loss_box_reg,val_loss_mask,val_loss_objectness,val_loss_rpn_box_reg,is_best,epoch_time_sec
18,0.0001,0.5050437153829622,0.8575855170858317,0.8176719287346149,10,0.08674152915784727,0.16979451915513946,0.18555413199064036,0.0070750092767698555,0.05587852611926923,0.19685980996181224,0.2526582778527819,0.21638476858878958,0.1099967237688894,0.08168594222515821,0,731.6433968544006
19,0.0001,0.4901464949975642,0.8971622427989696,0.8176719287346149,10,0.08544129149588811,0.16223600824683596,0.18716676320485984,0.0037966847633303167,0.051505747104302176,0.20604661089079132,0.24941362748885976,0.21433945462621493,0.14288825096447344,0.08447429363712154,0,733.8320257663727
20,0.0001,0.4771688184881395,0.9332148029886443,0.8176719287346149,10,0.08198492138981049,0.15757921499799388,0.18166813941658005,0.0038767850750115896,0.05205975795481387,0.19754318538410912,0.258529865947263,0.21553602526927818,0.17738021932801248,0.08422550520827544,0,736.042387008667
21,0.0001,0.4747017011893504,0.8672857107787296,0.8176719287346149,10,0.08329795516103275,0.15483231500310954,0.18276203383308973,0.0040464776686654,0.049762920688401435,0.18572676803531318,0.2521013351349995,0.21857763857677065,0.13173329843598838,0.07914666903108872,0,731.4806001186371
22,0.0001,0.4545003462592453,0.9211534861860604,0.8176719287346149,10,0.07500472455977364,0.14793850801817746,0.17905064751165473,0.0038059357581350195,0.048700531342655146,0.20161939563936201,0.2535808240545207,0.21830724364724652,0.1683064819419401,0.07933954144025157,0,731.6562700271606
23,0.0001,0.44885340457161266,0.8490385462497843,0.8176719287346149,10,0.07530734189713821,0.14409957096240547,0.1783887338980994,0.004684456422304173,0.04637330185842098,0.18638419489665278,0.2443156269089929,0.21810031461304633,0.11598774868546351,0.08425065569001539,0,730.9136426448822
24,0.0001,0.4422288294448409,0.9383163793333645,0.8176719287346149,10,0.07274209272154927,0.1421861672335971,0.1761711913928659,0.0033974973028664942,0.04773188093024019,0.2000013765076111,0.24481003603030896,0.21821060478687287,0.1877900142579353,0.08750433807164945,0,731.0797426700592
25,0.0001,0.43453765062745225,0.9762076223718709,0.8176719287346149,10,0.07257580318284304,0.13759037204211919,0.17467867182591781,0.0036227741458296756,0.04607002934510083,0.2051967672746757,0.2554809431577551,0.21975291607708766,0.20887141820623017,0.08690557270792537,0,730.9536235332489
26,0.0001,0.4275621951242442,0.9768054861446906,0.8176719287346149,10,0.07114551354046834,0.1350404769687574,0.17549323267483896,0.0028735402912334323,0.04300943128014097,0.2123202238103439,0.2536056261638115,0.21995783252962706,0.20217942323292376,0.0887423755906137,0,731.3596456050873
27,0.0001,0.41246433007393696,1.0616195183375785,0.8176719287346149,10,0.06660635900161486,0.12904588164622086,0.17171195521950722,0.0035363321996470117,0.041563802795064726,0.20580045627108937,0.24660841000491174,0.21798353390447026,0.29571689036905463,0.09551023045747445,0,732.0809791088104
28,0.0001,0.4129657314498295,0.8748698935426514,0.8176719287346149,10,0.0671745259447134,0.1285591371747297,0.17182545218549342,0.0029795619081789968,0.042427055838205226,0.19079450207023785,0.24383801550700746,0.21669982219564504,0.1370275873223426,0.08650996634608199,0,729.9896092414856
29,0.0001,0.40646790686118817,0.9608753434542951,0.8176719287346149,10,0.06477210539193386,0.12702048324452814,0.17065010572126668,0.0031451358867260084,0.040880076516969316,0.2032371587537486,0.2546642960145556,0.2210463122047227,0.19350605899876272,0.0884215255091288,0,731.1948907375336
30,0.0001,0.398277924504391,0.9548452558188603,0.8176719287346149,10,0.06359170471469677,0.1223849418840205,0.1693172878958766,0.002709060827315726,0.04027492881643355,0.21216048084456346,0.2531032159410674,0.22221164590325848,0.18152116569592244,0.08584875369701406,0,729.2124056816101
31,0.0001,0.3964737529748478,0.9686062761421861,0.8176719287346149,10,0.06469770506787227,0.1219027271056283,0.16794736851824962,0.003394078349484594,0.038531873921048114,0.2089497354523889,0.24536818790024725,0.21716927701029284,0.21053695958127783,0.0865821149425003,0,734.4619040489197
32,0.0001,0.38748543844281547,0.9445077067819135,0.8176719287346149,10,0.06271889049304741,0.11756384045905999,0.16654510042348572,0.0027931415530851817,0.03786446377878662,0.20929000698800745,0.2469885428403986,0.22164528575436823,0.1847513627015548,0.08183250924219088,0,731.5350601673126
33,0.0001,0.37815848462649404,1.018483110542955,0.8176719287346149,10,0.05873330026860193,0.1139113633395281,0.16602948582334112,0.002137773866055424,0.03734656027848169,0.2045396846430055,0.24933102110336566,0.22252299652017396,0.24979385191012593,0.09229554716048055,0,728.7723579406738
34,0.0001,0.3750901774188037,0.9564205562246257,0.8176719287346149,10,0.058149854443216506,0.11263125947645314,0.16424757793776748,0.0025055587367544593,0.03755592678810098,0.20560575107048298,0.2497638303658058,0.22197283475563445,0.19311776141793385,0.08596038384973233,0,732.4721214771271
35,0.0001,0.37458026251281573,0.986647263066522,0.8176719287346149,10,0.05860724747427607,0.11210543440428661,0.16364259922573732,0.0015373817436991682,0.03868760048704028,0.2081627271041788,0.24712486452069776,0.22601595890933068,0.22073446980744094,0.08460924783480707,0,732.417108297348
36,0.0001,0.36464410179922746,0.9771092573116565,0.8176719287346149,10,0.056346840805732656,0.10930763585649392,0.16146455711904115,0.0019611038677192646,0.035563963936938565,0.20754795883750093,0.24512338073089204,0.22399491729407475,0.21939485257566801,0.08104814702307742,0,734.9751827716827
37,0.0001,0.3683355158286347,1.029579018107776,0.8176719287346149,10,0.06029285633339708,0.10901453862452846,0.1618535586028752,0.002005103256868529,0.03516945873103321,0.19119295477867126,0.24014985222240975,0.22426743363511972,0.2787576218572275,0.09521115521964585,0,734.2979247570038
38,0.0001,0.3602149690036934,1.0213798344135285,0.8176719287346149,10,0.05460395020834659,0.10691525072499494,0.1615719632161372,0.0012305594546483513,0.035893245475673616,0.19353903342552226,0.24533701919276138,0.2261228602508019,0.27071335830482113,0.08566756312221546,0,729.9873888492584
39,0.0001,0.35817024726853813,1.024809129895835,0.8176719287346149,10,0.05605368809991105,0.10469101062790521,0.15968396932425732,0.0018801798034708329,0.035861399149375084,0.19923587207650317,0.24245926717232014,0.22570071610911138,0.2665500412769124,0.09086322760177326,0,731.2384595870972
40,1e-05,0.35505793325468243,1.072137243788818,0.8176719287346149,10,0.05585910388309441,0.10215175957045967,0.16057797268187043,0.0015321134918381306,0.03493698439771213,0.21872933756174712,0.24370057603408551,0.23121571643599148,0.2906381351380352,0.08785347988315184,0,732.517450094223
41,1e-05,0.3188983925091204,1.0342338050233906,0.8176719287346149,10,0.050761491126586615,0.08338143374260698,0.15487160529816182,0.0010042589618809005,0.028879602833298903,0.20434456467628478,0.23529165089130402,0.22708832518807773,0.2830298333298915,0.08447944683119141,0,732.0219383239746
42,1e-05,0.29640466158665735,1.0608798193520512,0.8176719287346149,10,0.04555513133392344,0.07427319738405061,0.15093241838945282,0.0006455715591580717,0.024998343030340264,0.20900981040864156,0.23343309492900455,0.22871491179384035,0.3044540056604923,0.08526799901195899,0,733.576532125473
43,1e-05,0.28703545061847346,1.0463472984988114,0.8176719287346149,10,0.04284153592719237,0.06885116022424315,0.15117105824309726,0.0011648739899975003,0.023006822851832667,0.20725612930696585,0.23492164776243013,0.23035161793231965,0.2893480933162962,0.08446981096479657,0,731.2815895080566
44,1e-05,0.27564711293123795,1.0852820114842776,0.8176719287346149,10,0.040928783432763426,0.06551423859908859,0.14719315422867313,0.0007148605507258857,0.02129607557902723,0.22409311951748256,0.23566460033942913,0.23369508560361532,0.3058241182648458,0.08600507559383223,0,730.9331958293915
45,1e-05,0.2711718075112163,1.0768045016403855,0.8176719287346149,10,0.04072417030279411,0.06269843009172985,0.1472798423884913,0.0007241223653585805,0.0197452425495577,0.21965055434868253,0.23542876161378004,0.2317236457405419,0.3053707576792147,0.08463078362481861,0,731.7595381736755
46,1e-05,0.26594275617322255,1.0517614590710607,0.8176719287346149,10,0.03958194846111694,0.060456770651213326,0.14519266006404424,0.0005571098690946658,0.020154266882643643,0.21477033680882948,0.23779318281288805,0.23248193531200803,0.28489413899962907,0.08182186821218708,0,729.9771101474762
47,1e-05,0.2613377093748991,1.0817434253363774,0.8176719287346149,10,0.03865652658329261,0.05885692637381252,0.14458261467805206,0.0006952984018105425,0.018546343657278138,0.2268457973568604,0.2359873383209623,0.23480891698393327,0.300086258769611,0.08401511227712036,0,730.513688325882
48,1e-05,0.26046073496418715,1.080273724424428,0.8176719287346149,10,0.039144776789507604,0.058352883091468355,0.1439306708943166,0.0006884020180333983,0.01834400206330229,0.22554469532493887,0.23491549913225504,0.23269604403397132,0.30110331282941355,0.0860141762596523,0,730.0850841999054
49,1e-05,0.25453615649687533,1.0759803675372026,0.8176719287346149,10,0.037313407853135035,0.055620479365288536,0.14277303361307436,0.0009511139393770609,0.017878121836032927,0.22263157568101224,0.23756166501291867,0.23577036744561689,0.2950250740741028,0.08499168334849949,0,731.5708794593811
50,1e-05,0.2557959841222572,1.096116442310399,0.8176719287346149,10,0.03703918624145896,0.055312229947304926,0.14485286095345667,0.0006189898902942956,0.017972717165866455,0.22738865932513927,0.23694470483681251,0.23468791678034026,0.3123683387931594,0.08472682454880198,0,733.0199499130249
51,1e-05,0.24948814881902948,1.0906807905641096,0.8176719287346149,10,0.03571033909783316,0.054062914109887505,0.14162226214773896,0.0008091551931486468,0.017283478347337823,0.2316698909576597,0.23581162351986457,0.23773459103600733,0.3009439033620036,0.08452078152993886,0,731.4832983016968
52,1e-05,0.24660765834980541,1.0988662031190148,0.8176719287346149,10,0.03449752441762636,0.05302357015311862,0.14140057912245585,0.0005751862862490968,0.017110797833927473,0.23606249561597561,0.23760263971213635,0.2382813331382028,0.3034550403043646,0.0834647052873183,0,732.8101668357849
53,1e-05,0.24806194642717525,1.0956209451987826,0.8176719287346149,10,0.035677167305118794,0.052989704280222934,0.14102714138168082,0.0005358911323190106,0.017832042292480973,0.22368839516721922,0.23640189509967277,0.23809938410232806,0.3144012745522951,0.08302999566116466,0,730.3660340309143
54,1e-05,0.24471886324135525,1.066487095068241,0.8176719287346149,10,0.034732690851838215,0.0518882340903199,0.1403838275938995,0.0005164216092123569,0.017197688625488452,0.22919782867719388,0.23728326918749973,0.23827046587549408,0.28170732822958566,0.08002820387161498,0,733.4259533882141
55,1.0000000000000002e-06,0.24148882778231487,1.0936328261063017,0.8176719287346149,10,0.03460073791978548,0.05095221716260841,0.1394290933987121,0.0005469079877118955,0.015959871637243158,0.22833422103832507,0.2385243698440749,0.2402587449756162,0.3014715691856344,0.085043922631905,0,730.9283556938171
56,1.0000000000000002e-06,0.23888019378987702,1.0788663940183048,0.8176719287346149,10,0.03451869051862275,0.04955800989755846,0.13843912089325353,0.0006254262413719513,0.015738946311375675,0.22870915729937882,0.23780930175863463,0.2404115429212307,0.29063540114210934,0.08130099400235662,0,732.106335401535
57,1.0000000000000002e-06,0.23896638392555006,1.0936382458127778,0.8176719287346149,10,0.03409693430440178,0.049611977299432286,0.13862319279086682,0.00035414252500419534,0.016280136098127212,0.22939277501969502,0.2374181035263785,0.23757730856023987,0.30665251127591014,0.08259755051052518,0,732.3199417591095
58,1.0000000000000002e-06,0.23636551402528463,1.0884973534222306,0.8176719287346149,10,0.032752583514193905,0.048473311463029196,0.13835586804790706,0.0005481208052429855,0.016235630933509243,0.23325656935058792,0.237008647466528,0.2412236025621151,0.29424973489672673,0.08275879441021845,0,733.097029209137
59,1.0000000000000002e-06,0.2359261109327623,1.1201484205393957,0.8176719287346149,10,0.033287836389450084,0.04840199148507418,0.13828369903857085,0.0005741332903573037,0.01537845055255329,0.23246903969296093,0.2361292480394758,0.24082854801210865,0.3241094806708698,0.08661210691588449,0,733.1346294879913
60,1.0000000000000002e-06,0.2355725255431439,1.1056185257845912,0.8176719287346149,10,0.032973155900306556,0.04841238104567432,0.13819448028038947,0.0003928111003598391,0.015599697493488341,0.23077647292922282,0.23648999980811414,0.23949138491318145,0.31354358531894705,0.08531708124029483,0,731.7638223171234
